feature_set,model,fpr,tpr,auc,n
DSP,Logistic,0.05171717171717172,0.3521190261496844,0.6278711369784409,6911
DSP,Logistic,0.052121212121212124,0.3521190261496844,0.6278711369784409,6911
DSP,Logistic,0.052121212121212124,0.35324616771866546,0.6278711369784409,6911
DSP,Logistic,0.052525252525252523,0.35324616771866546,0.6278711369784409,6911
DSP,Logistic,0.052525252525252523,0.3541478809738503,0.6278711369784409,6911
DSP,Logistic,0.05292929292929293,0.3541478809738503,0.6278711369784409,6911
DSP,Logistic,0.05292929292929293,0.35504959422903515,0.6278711369784409,6911
DSP,Logistic,0.053737373737373736,0.35504959422903515,0.6278711369784409,6911
DSP,Logistic,0.053737373737373736,0.3552750225428314,0.6278711369784409,6911
DSP,Logistic,0.05414141414141414,0.3552750225428314,0.6278711369784409,6911
DSP,Logistic,0.05414141414141414,0.3570784490532011,0.6278711369784409,6911
DSP,Logistic,0.05454545454545454,0.3570784490532011,0.6278711369784409,6911
DSP,Logistic,0.05454545454545454,0.3573038773669973,0.6278711369784409,6911
DSP,Logistic,0.05494949494949495,0.3573038773669973,0.6278711369784409,6911
DSP,Logistic,0.05494949494949495,0.35775473399458974,0.6278711369784409,6911
DSP,Logistic,0.055353535353535356,0.35775473399458974,0.6278711369784409,6911
