feature_set,model,fpr,tpr,auc,n
DSP,Logistic,0.38666666666666666,0.6352569882777277,0.6278711369784409,6911
DSP,Logistic,0.3878787878787879,0.6352569882777277,0.6278711369784409,6911
DSP,Logistic,0.3878787878787879,0.6357078449053201,0.6278711369784409,6911
DSP,Logistic,0.3882828282828283,0.6357078449053201,0.6278711369784409,6911
DSP,Logistic,0.3882828282828283,0.6359332732191163,0.6278711369784409,6911
DSP,Logistic,0.3894949494949495,0.6359332732191163,0.6278711369784409,6911
DSP,Logistic,0.3894949494949495,0.6361587015329125,0.6278711369784409,6911
DSP,Logistic,0.39151515151515154,0.6361587015329125,0.6278711369784409,6911
DSP,Logistic,0.39151515151515154,0.6370604147880974,0.6278711369784409,6911
DSP,Logistic,0.39191919191919194,0.6370604147880974,0.6278711369784409,6911
DSP,Logistic,0.39191919191919194,0.6375112714156899,0.6278711369784409,6911
DSP,Logistic,0.3923232323232323,0.6375112714156899,0.6278711369784409,6911
DSP,Logistic,0.3923232323232323,0.637736699729486,0.6278711369784409,6911
DSP,Logistic,0.3927272727272727,0.637736699729486,0.6278711369784409,6911
DSP,Logistic,0.3927272727272727,0.6384129846708747,0.6278711369784409,6911
DSP,Logistic,0.3931313131313131,0.6384129846708747,0.6278711369784409,6911
DSP,Logistic,0.3931313131313131,0.6386384129846708,0.6278711369784409,6911
DSP,Logistic,0.3939393939393939,0.6386384129846708,0.6278711369784409,6911
DSP,Logistic,0.3939393939393939,0.6388638412984671,0.6278711369784409,6911
DSP,Logistic,0.39595959595959596,0.6388638412984671,0.6278711369784409,6911
DSP,Logistic,0.39595959595959596,0.6395401262398557,0.6278711369784409,6911
DSP,Logistic,0.3971717171717172,0.6395401262398557,0.6278711369784409,6911
DSP,Logistic,0.3971717171717172,0.6402164111812444,0.6278711369784409,6911
DSP,Logistic,0.397979797979798,0.6402164111812444,0.6278711369784409,6911
DSP,Logistic,0.397979797979798,0.6404418394950406,0.6278711369784409,6911
DSP,Logistic,0.3995959595959596,0.6404418394950406,0.6278711369784409,6911
DSP,Logistic,0.3995959595959596,0.6406672678088368,0.6278711369784409,6911
DSP,Logistic,0.40040404040404043,0.6406672678088368,0.6278711369784409,6911
DSP,Logistic,0.40040404040404043,0.640892696122633,0.6278711369784409,6911
DSP,Logistic,0.4028282828282828,0.640892696122633,0.6278711369784409,6911
DSP,Logistic,0.4028282828282828,0.6413435527502255,0.6278711369784409,6911
DSP,Logistic,0.4036363636363636,0.6413435527502255,0.6278711369784409,6911
DSP,Logistic,0.4036363636363636,0.6415689810640216,0.6278711369784409,6911
DSP,Logistic,0.40484848484848485,0.6415689810640216,0.6278711369784409,6911
DSP,Logistic,0.40484848484848485,0.6422452660054103,0.6278711369784409,6911
DSP,Logistic,0.4064646464646465,0.6422452660054103,0.6278711369784409,6911
DSP,Logistic,0.4064646464646465,0.6424706943192064,0.6278711369784409,6911
DSP,Logistic,0.4072727272727273,0.6424706943192064,0.6278711369784409,6911
DSP,Logistic,0.4072727272727273,0.6429215509467989,0.6278711369784409,6911
DSP,Logistic,0.4076767676767677,0.6429215509467989,0.6278711369784409,6911
DSP,Logistic,0.4076767676767677,0.6431469792605952,0.6278711369784409,6911
DSP,Logistic,0.4088888888888889,0.6431469792605952,0.6278711369784409,6911
DSP,Logistic,0.4088888888888889,0.6433724075743913,0.6278711369784409,6911
DSP,Logistic,0.4092929292929293,0.6433724075743913,0.6278711369784409,6911
DSP,Logistic,0.4092929292929293,0.6438232642019838,0.6278711369784409,6911
DSP,Logistic,0.41373737373737374,0.6438232642019838,0.6278711369784409,6911
DSP,Logistic,0.41373737373737374,0.64404869251578,0.6278711369784409,6911
DSP,Logistic,0.41414141414141414,0.64404869251578,0.6278711369784409,6911
DSP,Logistic,0.41414141414141414,0.6442741208295762,0.6278711369784409,6911
DSP,Logistic,0.41454545454545455,0.6442741208295762,0.6278711369784409,6911
DSP,Logistic,0.41454545454545455,0.6447249774571686,0.6278711369784409,6911
DSP,Logistic,0.41494949494949496,0.6447249774571686,0.6278711369784409,6911
DSP,Logistic,0.41494949494949496,0.6449504057709649,0.6278711369784409,6911
DSP,Logistic,0.41535353535353536,0.6449504057709649,0.6278711369784409,6911
DSP,Logistic,0.41535353535353536,0.6451758340847611,0.6278711369784409,6911
DSP,Logistic,0.4161616161616162,0.6451758340847611,0.6278711369784409,6911
DSP,Logistic,0.4161616161616162,0.6456266907123535,0.6278711369784409,6911
DSP,Logistic,0.416969696969697,0.6456266907123535,0.6278711369784409,6911
DSP,Logistic,0.416969696969697,0.6458521190261497,0.6278711369784409,6911
DSP,Logistic,0.41898989898989897,0.6458521190261497,0.6278711369784409,6911
DSP,Logistic,0.41898989898989897,0.6460775473399459,0.6278711369784409,6911
DSP,Logistic,0.4197979797979798,0.6460775473399459,0.6278711369784409,6911
DSP,Logistic,0.4197979797979798,0.6463029756537421,0.6278711369784409,6911
DSP,Logistic,0.4206060606060606,0.6463029756537421,0.6278711369784409,6911
DSP,Logistic,0.4206060606060606,0.6465284039675383,0.6278711369784409,6911
DSP,Logistic,0.42343434343434344,0.6465284039675383,0.6278711369784409,6911
DSP,Logistic,0.42343434343434344,0.6469792605951308,0.6278711369784409,6911
DSP,Logistic,0.42383838383838385,0.6469792605951308,0.6278711369784409,6911
DSP,Logistic,0.42383838383838385,0.6476555455365194,0.6278711369784409,6911
DSP,Logistic,0.42424242424242425,0.6476555455365194,0.6278711369784409,6911
DSP,Logistic,0.42424242424242425,0.6478809738503156,0.6278711369784409,6911
DSP,Logistic,0.42505050505050507,0.6478809738503156,0.6278711369784409,6911
DSP,Logistic,0.42505050505050507,0.6481064021641119,0.6278711369784409,6911
DSP,Logistic,0.42707070707070705,0.6481064021641119,0.6278711369784409,6911
DSP,Logistic,0.42707070707070705,0.648331830477908,0.6278711369784409,6911
DSP,Logistic,0.42828282828282827,0.648331830477908,0.6278711369784409,6911
DSP,Logistic,0.42828282828282827,0.6485572587917042,0.6278711369784409,6911
DSP,Logistic,0.4290909090909091,0.6485572587917042,0.6278711369784409,6911
DSP,Logistic,0.4290909090909091,0.6490081154192967,0.6278711369784409,6911
DSP,Logistic,0.4294949494949495,0.6490081154192967,0.6278711369784409,6911
DSP,Logistic,0.4294949494949495,0.6492335437330928,0.6278711369784409,6911
DSP,Logistic,0.4307070707070707,0.6492335437330928,0.6278711369784409,6911
DSP,Logistic,0.4307070707070707,0.6494589720468891,0.6278711369784409,6911
DSP,Logistic,0.4311111111111111,0.6494589720468891,0.6278711369784409,6911
DSP,Logistic,0.4311111111111111,0.6496844003606853,0.6278711369784409,6911
DSP,Logistic,0.4319191919191919,0.6496844003606853,0.6278711369784409,6911
DSP,Logistic,0.4319191919191919,0.6501352569882777,0.6278711369784409,6911
DSP,Logistic,0.43232323232323233,0.6501352569882777,0.6278711369784409,6911
DSP,Logistic,0.43232323232323233,0.6503606853020739,0.6278711369784409,6911
DSP,Logistic,0.43272727272727274,0.6503606853020739,0.6278711369784409,6911
DSP,Logistic,0.43272727272727274,0.6505861136158702,0.6278711369784409,6911
DSP,Logistic,0.43393939393939396,0.6505861136158702,0.6278711369784409,6911
DSP,Logistic,0.43393939393939396,0.6508115419296664,0.6278711369784409,6911
DSP,Logistic,0.43434343434343436,0.6508115419296664,0.6278711369784409,6911
DSP,Logistic,0.43434343434343436,0.6510369702434626,0.6278711369784409,6911
DSP,Logistic,0.43474747474747477,0.6510369702434626,0.6278711369784409,6911
DSP,Logistic,0.43474747474747477,0.6512623985572588,0.6278711369784409,6911
DSP,Logistic,0.43717171717171716,0.6512623985572588,0.6278711369784409,6911
DSP,Logistic,0.43717171717171716,0.651487826871055,0.6278711369784409,6911
DSP,Logistic,0.43797979797979797,0.651487826871055,0.6278711369784409,6911
DSP,Logistic,0.43797979797979797,0.6517132551848512,0.6278711369784409,6911
DSP,Logistic,0.4383838383838384,0.6517132551848512,0.6278711369784409,6911
DSP,Logistic,0.4383838383838384,0.6523895401262398,0.6278711369784409,6911
DSP,Logistic,0.4387878787878788,0.6523895401262398,0.6278711369784409,6911
DSP,Logistic,0.4387878787878788,0.6526149684400361,0.6278711369784409,6911
DSP,Logistic,0.4395959595959596,0.6526149684400361,0.6278711369784409,6911
DSP,Logistic,0.4395959595959596,0.6535166816952209,0.6278711369784409,6911
DSP,Logistic,0.44,0.6535166816952209,0.6278711369784409,6911
DSP,Logistic,0.44,0.6537421100090172,0.6278711369784409,6911
DSP,Logistic,0.4404040404040404,0.6537421100090172,0.6278711369784409,6911
DSP,Logistic,0.4404040404040404,0.6539675383228133,0.6278711369784409,6911
DSP,Logistic,0.4412121212121212,0.6539675383228133,0.6278711369784409,6911
DSP,Logistic,0.4412121212121212,0.6541929666366095,0.6278711369784409,6911
DSP,Logistic,0.44161616161616163,0.6541929666366095,0.6278711369784409,6911
DSP,Logistic,0.44161616161616163,0.6544183949504058,0.6278711369784409,6911
DSP,Logistic,0.44282828282828285,0.6544183949504058,0.6278711369784409,6911
DSP,Logistic,0.44282828282828285,0.654643823264202,0.6278711369784409,6911
DSP,Logistic,0.44363636363636366,0.654643823264202,0.6278711369784409,6911
DSP,Logistic,0.44363636363636366,0.6548692515779982,0.6278711369784409,6911
DSP,Logistic,0.44565656565656564,0.6548692515779982,0.6278711369784409,6911
DSP,Logistic,0.44565656565656564,0.6555455365193869,0.6278711369784409,6911
DSP,Logistic,0.44606060606060605,0.6555455365193869,0.6278711369784409,6911
DSP,Logistic,0.44606060606060605,0.6559963931469792,0.6278711369784409,6911
DSP,Logistic,0.44686868686868686,0.6559963931469792,0.6278711369784409,6911
DSP,Logistic,0.44686868686868686,0.6568981064021641,0.6278711369784409,6911
DSP,Logistic,0.44727272727272727,0.6568981064021641,0.6278711369784409,6911
DSP,Logistic,0.44727272727272727,0.6573489630297565,0.6278711369784409,6911
DSP,Logistic,0.4484848484848485,0.6573489630297565,0.6278711369784409,6911
DSP,Logistic,0.4484848484848485,0.6575743913435528,0.6278711369784409,6911
DSP,Logistic,0.4488888888888889,0.6575743913435528,0.6278711369784409,6911
DSP,Logistic,0.4488888888888889,0.657799819657349,0.6278711369784409,6911
DSP,Logistic,0.4492929292929293,0.657799819657349,0.6278711369784409,6911
DSP,Logistic,0.4492929292929293,0.6580252479711451,0.6278711369784409,6911
DSP,Logistic,0.4496969696969697,0.6580252479711451,0.6278711369784409,6911
DSP,Logistic,0.4496969696969697,0.6582506762849414,0.6278711369784409,6911
DSP,Logistic,0.4505050505050505,0.6582506762849414,0.6278711369784409,6911
DSP,Logistic,0.4505050505050505,0.6584761045987376,0.6278711369784409,6911
DSP,Logistic,0.45131313131313133,0.6584761045987376,0.6278711369784409,6911
DSP,Logistic,0.45131313131313133,0.6587015329125339,0.6278711369784409,6911
DSP,Logistic,0.45171717171717174,0.6587015329125339,0.6278711369784409,6911
DSP,Logistic,0.45171717171717174,0.65892696122633,0.6278711369784409,6911
DSP,Logistic,0.45212121212121215,0.65892696122633,0.6278711369784409,6911
DSP,Logistic,0.45212121212121215,0.6591523895401262,0.6278711369784409,6911
DSP,Logistic,0.4537373737373737,0.6591523895401262,0.6278711369784409,6911
DSP,Logistic,0.4537373737373737,0.6593778178539225,0.6278711369784409,6911
DSP,Logistic,0.45454545454545453,0.6593778178539225,0.6278711369784409,6911
DSP,Logistic,0.45454545454545453,0.6596032461677187,0.6278711369784409,6911
DSP,Logistic,0.45535353535353534,0.6596032461677187,0.6278711369784409,6911
DSP,Logistic,0.45535353535353534,0.6600541027953111,0.6278711369784409,6911
DSP,Logistic,0.45616161616161616,0.6600541027953111,0.6278711369784409,6911
DSP,Logistic,0.45616161616161616,0.6607303877366997,0.6278711369784409,6911
DSP,Logistic,0.4577777777777778,0.6607303877366997,0.6278711369784409,6911
DSP,Logistic,0.4577777777777778,0.6609558160504959,0.6278711369784409,6911
DSP,Logistic,0.4585858585858586,0.6609558160504959,0.6278711369784409,6911
DSP,Logistic,0.4585858585858586,0.6611812443642922,0.6278711369784409,6911
DSP,Logistic,0.458989898989899,0.6611812443642922,0.6278711369784409,6911
DSP,Logistic,0.458989898989899,0.6614066726780884,0.6278711369784409,6911
DSP,Logistic,0.4593939393939394,0.6614066726780884,0.6278711369784409,6911
DSP,Logistic,0.4593939393939394,0.6616321009918846,0.6278711369784409,6911
DSP,Logistic,0.4602020202020202,0.6616321009918846,0.6278711369784409,6911
DSP,Logistic,0.4602020202020202,0.6618575293056808,0.6278711369784409,6911
DSP,Logistic,0.46060606060606063,0.6618575293056808,0.6278711369784409,6911
DSP,Logistic,0.46060606060606063,0.6623083859332732,0.6278711369784409,6911
DSP,Logistic,0.463030303030303,0.6623083859332732,0.6278711369784409,6911
DSP,Logistic,0.463030303030303,0.6625338142470695,0.6278711369784409,6911
DSP,Logistic,0.4634343434343434,0.6625338142470695,0.6278711369784409,6911
DSP,Logistic,0.4634343434343434,0.6627592425608656,0.6278711369784409,6911
DSP,Logistic,0.46545454545454545,0.6627592425608656,0.6278711369784409,6911
DSP,Logistic,0.46545454545454545,0.6632100991884581,0.6278711369784409,6911
DSP,Logistic,0.46626262626262627,0.6632100991884581,0.6278711369784409,6911
DSP,Logistic,0.46626262626262627,0.6634355275022543,0.6278711369784409,6911
DSP,Logistic,0.4674747474747475,0.6634355275022543,0.6278711369784409,6911
DSP,Logistic,0.4674747474747475,0.6636609558160504,0.6278711369784409,6911
DSP,Logistic,0.4678787878787879,0.6636609558160504,0.6278711369784409,6911
DSP,Logistic,0.4678787878787879,0.6638863841298467,0.6278711369784409,6911
DSP,Logistic,0.4686868686868687,0.6638863841298467,0.6278711369784409,6911
DSP,Logistic,0.4686868686868687,0.6647880973850315,0.6278711369784409,6911
DSP,Logistic,0.4707070707070707,0.6647880973850315,0.6278711369784409,6911
DSP,Logistic,0.4707070707070707,0.6650135256988278,0.6278711369784409,6911
DSP,Logistic,0.4723232323232323,0.6650135256988278,0.6278711369784409,6911
DSP,Logistic,0.4723232323232323,0.6659152389540126,0.6278711369784409,6911
DSP,Logistic,0.4731313131313131,0.6659152389540126,0.6278711369784409,6911
DSP,Logistic,0.4731313131313131,0.6661406672678089,0.6278711369784409,6911
DSP,Logistic,0.47515151515151516,0.6661406672678089,0.6278711369784409,6911
DSP,Logistic,0.47515151515151516,0.6663660955816051,0.6278711369784409,6911
DSP,Logistic,0.47555555555555556,0.6663660955816051,0.6278711369784409,6911
DSP,Logistic,0.47555555555555556,0.6665915238954012,0.6278711369784409,6911
DSP,Logistic,0.4763636363636364,0.6665915238954012,0.6278711369784409,6911
DSP,Logistic,0.4763636363636364,0.6668169522091975,0.6278711369784409,6911
DSP,Logistic,0.4812121212121212,0.6668169522091975,0.6278711369784409,6911
DSP,Logistic,0.4812121212121212,0.6670423805229937,0.6278711369784409,6911
DSP,Logistic,0.482020202020202,0.6670423805229937,0.6278711369784409,6911
DSP,Logistic,0.482020202020202,0.6674932371505861,0.6278711369784409,6911
DSP,Logistic,0.48323232323232324,0.6674932371505861,0.6278711369784409,6911
DSP,Logistic,0.48323232323232324,0.6677186654643823,0.6278711369784409,6911
DSP,Logistic,0.48484848484848486,0.6677186654643823,0.6278711369784409,6911
DSP,Logistic,0.48484848484848486,0.6679440937781785,0.6278711369784409,6911
DSP,Logistic,0.48767676767676765,0.6679440937781785,0.6278711369784409,6911
DSP,Logistic,0.48767676767676765,0.6681695220919748,0.6278711369784409,6911
DSP,Logistic,0.48848484848484847,0.6681695220919748,0.6278711369784409,6911
DSP,Logistic,0.48848484848484847,0.6686203787195671,0.6278711369784409,6911
DSP,Logistic,0.4901010101010101,0.6686203787195671,0.6278711369784409,6911
DSP,Logistic,0.4901010101010101,0.6688458070333634,0.6278711369784409,6911
DSP,Logistic,0.49252525252525253,0.6688458070333634,0.6278711369784409,6911
DSP,Logistic,0.49252525252525253,0.6690712353471596,0.6278711369784409,6911
DSP,Logistic,0.49292929292929294,0.6690712353471596,0.6278711369784409,6911
DSP,Logistic,0.49292929292929294,0.6692966636609559,0.6278711369784409,6911
DSP,Logistic,0.4953535353535354,0.6692966636609559,0.6278711369784409,6911
DSP,Logistic,0.4953535353535354,0.669522091974752,0.6278711369784409,6911
DSP,Logistic,0.49737373737373736,0.669522091974752,0.6278711369784409,6911
DSP,Logistic,0.49737373737373736,0.6697475202885482,0.6278711369784409,6911
DSP,Logistic,0.49777777777777776,0.6697475202885482,0.6278711369784409,6911
DSP,Logistic,0.49777777777777776,0.6699729486023445,0.6278711369784409,6911
DSP,Logistic,0.5002020202020202,0.6699729486023445,0.6278711369784409,6911
DSP,Logistic,0.5002020202020202,0.6701983769161407,0.6278711369784409,6911
DSP,Logistic,0.5018181818181818,0.6701983769161407,0.6278711369784409,6911
DSP,Logistic,0.5018181818181818,0.6704238052299368,0.6278711369784409,6911
DSP,Logistic,0.5082828282828283,0.6704238052299368,0.6278711369784409,6911
DSP,Logistic,0.5082828282828283,0.6706492335437331,0.6278711369784409,6911
DSP,Logistic,0.5094949494949494,0.6706492335437331,0.6278711369784409,6911
DSP,Logistic,0.5094949494949494,0.6711000901713255,0.6278711369784409,6911
DSP,Logistic,0.5107070707070707,0.6711000901713255,0.6278711369784409,6911
DSP,Logistic,0.5107070707070707,0.6713255184851218,0.6278711369784409,6911
DSP,Logistic,0.5147474747474747,0.6713255184851218,0.6278711369784409,6911
DSP,Logistic,0.5147474747474747,0.6715509467989179,0.6278711369784409,6911
DSP,Logistic,0.5155555555555555,0.6715509467989179,0.6278711369784409,6911
DSP,Logistic,0.5155555555555555,0.6717763751127142,0.6278711369784409,6911
DSP,Logistic,0.5167676767676768,0.6717763751127142,0.6278711369784409,6911
DSP,Logistic,0.5167676767676768,0.6720018034265104,0.6278711369784409,6911
DSP,Logistic,0.5175757575757576,0.6720018034265104,0.6278711369784409,6911
DSP,Logistic,0.5175757575757576,0.6722272317403066,0.6278711369784409,6911
DSP,Logistic,0.5187878787878788,0.6722272317403066,0.6278711369784409,6911
DSP,Logistic,0.5187878787878788,0.6724526600541028,0.6278711369784409,6911
DSP,Logistic,0.5224242424242425,0.6724526600541028,0.6278711369784409,6911
DSP,Logistic,0.5224242424242425,0.672678088367899,0.6278711369784409,6911
DSP,Logistic,0.5228282828282829,0.672678088367899,0.6278711369784409,6911
DSP,Logistic,0.5228282828282829,0.6729035166816952,0.6278711369784409,6911
DSP,Logistic,0.5248484848484849,0.6729035166816952,0.6278711369784409,6911
DSP,Logistic,0.5248484848484849,0.6731289449954915,0.6278711369784409,6911
DSP,Logistic,0.5276767676767676,0.6731289449954915,0.6278711369784409,6911
DSP,Logistic,0.5276767676767676,0.6733543733092876,0.6278711369784409,6911
DSP,Logistic,0.5313131313131313,0.6733543733092876,0.6278711369784409,6911
DSP,Logistic,0.5313131313131313,0.6735798016230838,0.6278711369784409,6911
DSP,Logistic,0.5329292929292929,0.6735798016230838,0.6278711369784409,6911
DSP,Logistic,0.5329292929292929,0.6738052299368801,0.6278711369784409,6911
DSP,Logistic,0.5361616161616162,0.6738052299368801,0.6278711369784409,6911
DSP,Logistic,0.5361616161616162,0.6740306582506763,0.6278711369784409,6911
DSP,Logistic,0.536969696969697,0.6740306582506763,0.6278711369784409,6911
DSP,Logistic,0.536969696969697,0.6742560865644724,0.6278711369784409,6911
DSP,Logistic,0.5385858585858586,0.6742560865644724,0.6278711369784409,6911
DSP,Logistic,0.5385858585858586,0.6744815148782687,0.6278711369784409,6911
DSP,Logistic,0.5422222222222223,0.6744815148782687,0.6278711369784409,6911
DSP,Logistic,0.5422222222222223,0.6747069431920649,0.6278711369784409,6911
DSP,Logistic,0.545050505050505,0.6747069431920649,0.6278711369784409,6911
DSP,Logistic,0.545050505050505,0.6749323715058612,0.6278711369784409,6911
DSP,Logistic,0.5454545454545454,0.6749323715058612,0.6278711369784409,6911
DSP,Logistic,0.5454545454545454,0.6751577998196574,0.6278711369784409,6911
DSP,Logistic,0.5462626262626262,0.6751577998196574,0.6278711369784409,6911
DSP,Logistic,0.5462626262626262,0.6753832281334535,0.6278711369784409,6911
DSP,Logistic,0.5474747474747474,0.6753832281334535,0.6278711369784409,6911
DSP,Logistic,0.5474747474747474,0.6756086564472498,0.6278711369784409,6911
DSP,Logistic,0.5490909090909091,0.6756086564472498,0.6278711369784409,6911
DSP,Logistic,0.5490909090909091,0.675834084761046,0.6278711369784409,6911
DSP,Logistic,0.5494949494949495,0.675834084761046,0.6278711369784409,6911
DSP,Logistic,0.5494949494949495,0.6760595130748422,0.6278711369784409,6911
DSP,Logistic,0.5498989898989899,0.6760595130748422,0.6278711369784409,6911
DSP,Logistic,0.5498989898989899,0.6765103697024346,0.6278711369784409,6911
DSP,Logistic,0.553939393939394,0.6765103697024346,0.6278711369784409,6911
DSP,Logistic,0.553939393939394,0.6767357980162308,0.6278711369784409,6911
DSP,Logistic,0.5612121212121212,0.6767357980162308,0.6278711369784409,6911
DSP,Logistic,0.5612121212121212,0.6771866546438232,0.6278711369784409,6911
DSP,Logistic,0.5648484848484848,0.6771866546438232,0.6278711369784409,6911
DSP,Logistic,0.5648484848484848,0.6774120829576195,0.6278711369784409,6911
DSP,Logistic,0.5672727272727273,0.6774120829576195,0.6278711369784409,6911
DSP,Logistic,0.5672727272727273,0.6776375112714157,0.6278711369784409,6911
DSP,Logistic,0.5688888888888889,0.6776375112714157,0.6278711369784409,6911
DSP,Logistic,0.5688888888888889,0.6778629395852119,0.6278711369784409,6911
DSP,Logistic,0.5692929292929293,0.6778629395852119,0.6278711369784409,6911
DSP,Logistic,0.5692929292929293,0.6780883678990082,0.6278711369784409,6911
DSP,Logistic,0.5696969696969697,0.6780883678990082,0.6278711369784409,6911
DSP,Logistic,0.5696969696969697,0.6783137962128043,0.6278711369784409,6911
DSP,Logistic,0.5713131313131313,0.6783137962128043,0.6278711369784409,6911
DSP,Logistic,0.5713131313131313,0.6785392245266005,0.6278711369784409,6911
DSP,Logistic,0.5721212121212121,0.6785392245266005,0.6278711369784409,6911
DSP,Logistic,0.5721212121212121,0.6787646528403968,0.6278711369784409,6911
DSP,Logistic,0.5733333333333334,0.6787646528403968,0.6278711369784409,6911
DSP,Logistic,0.5733333333333334,0.678990081154193,0.6278711369784409,6911
DSP,Logistic,0.5753535353535354,0.678990081154193,0.6278711369784409,6911
DSP,Logistic,0.5753535353535354,0.6792155094679891,0.6278711369784409,6911
DSP,Logistic,0.5761616161616162,0.6792155094679891,0.6278711369784409,6911
DSP,Logistic,0.5761616161616162,0.6794409377817854,0.6278711369784409,6911
DSP,Logistic,0.5854545454545454,0.6794409377817854,0.6278711369784409,6911
DSP,Logistic,0.5854545454545454,0.6796663660955816,0.6278711369784409,6911
DSP,Logistic,0.5890909090909091,0.6796663660955816,0.6278711369784409,6911
DSP,Logistic,0.5890909090909091,0.6798917944093779,0.6278711369784409,6911
DSP,Logistic,0.5894949494949495,0.6798917944093779,0.6278711369784409,6911
DSP,Logistic,0.5894949494949495,0.680117222723174,0.6278711369784409,6911
DSP,Logistic,0.5923232323232324,0.680117222723174,0.6278711369784409,6911
DSP,Logistic,0.5923232323232324,0.6807935076645627,0.6278711369784409,6911
DSP,Logistic,0.5927272727272728,0.6807935076645627,0.6278711369784409,6911
DSP,Logistic,0.5927272727272728,0.6810189359783588,0.6278711369784409,6911
DSP,Logistic,0.5991919191919192,0.6810189359783588,0.6278711369784409,6911
DSP,Logistic,0.5991919191919192,0.6812443642921551,0.6278711369784409,6911
DSP,Logistic,0.5995959595959596,0.6812443642921551,0.6278711369784409,6911
DSP,Logistic,0.5995959595959596,0.6814697926059513,0.6278711369784409,6911
DSP,Logistic,0.6024242424242424,0.6814697926059513,0.6278711369784409,6911
DSP,Logistic,0.6024242424242424,0.6816952209197475,0.6278711369784409,6911
DSP,Logistic,0.6032323232323232,0.6816952209197475,0.6278711369784409,6911
DSP,Logistic,0.6032323232323232,0.6821460775473399,0.6278711369784409,6911
DSP,Logistic,0.6064646464646465,0.6821460775473399,0.6278711369784409,6911
DSP,Logistic,0.6064646464646465,0.6825969341749324,0.6278711369784409,6911
DSP,Logistic,0.6096969696969697,0.6825969341749324,0.6278711369784409,6911
DSP,Logistic,0.6096969696969697,0.6828223624887286,0.6278711369784409,6911
DSP,Logistic,0.6121212121212121,0.6828223624887286,0.6278711369784409,6911
DSP,Logistic,0.6121212121212121,0.6830477908025248,0.6278711369784409,6911
DSP,Logistic,0.6125252525252525,0.6830477908025248,0.6278711369784409,6911
DSP,Logistic,0.6125252525252525,0.683273219116321,0.6278711369784409,6911
DSP,Logistic,0.6185858585858586,0.683273219116321,0.6278711369784409,6911
DSP,Logistic,0.6185858585858586,0.6834986474301172,0.6278711369784409,6911
DSP,Logistic,0.6218181818181818,0.6834986474301172,0.6278711369784409,6911
DSP,Logistic,0.6218181818181818,0.6837240757439135,0.6278711369784409,6911
DSP,Logistic,0.6250505050505051,0.6837240757439135,0.6278711369784409,6911
DSP,Logistic,0.6250505050505051,0.6839495040577096,0.6278711369784409,6911
DSP,Logistic,0.6266666666666667,0.6839495040577096,0.6278711369784409,6911
DSP,Logistic,0.6266666666666667,0.6841749323715058,0.6278711369784409,6911
DSP,Logistic,0.6331313131313131,0.6841749323715058,0.6278711369784409,6911
DSP,Logistic,0.6331313131313131,0.6844003606853021,0.6278711369784409,6911
DSP,Logistic,0.6335353535353535,0.6844003606853021,0.6278711369784409,6911
DSP,Logistic,0.6335353535353535,0.6846257889990983,0.6278711369784409,6911
DSP,Logistic,0.6343434343434343,0.6846257889990983,0.6278711369784409,6911
DSP,Logistic,0.6343434343434343,0.6848512173128944,0.6278711369784409,6911
DSP,Logistic,0.6355555555555555,0.6848512173128944,0.6278711369784409,6911
DSP,Logistic,0.6355555555555555,0.6850766456266907,0.6278711369784409,6911
DSP,Logistic,0.635959595959596,0.6850766456266907,0.6278711369784409,6911
DSP,Logistic,0.635959595959596,0.6853020739404869,0.6278711369784409,6911
DSP,Logistic,0.6363636363636364,0.6853020739404869,0.6278711369784409,6911
DSP,Logistic,0.6363636363636364,0.6855275022542832,0.6278711369784409,6911
DSP,Logistic,0.6404040404040404,0.6855275022542832,0.6278711369784409,6911
DSP,Logistic,0.6404040404040404,0.6859783588818755,0.6278711369784409,6911
DSP,Logistic,0.642020202020202,0.6859783588818755,0.6278711369784409,6911
DSP,Logistic,0.642020202020202,0.6862037871956718,0.6278711369784409,6911
DSP,Logistic,0.6436363636363637,0.6862037871956718,0.6278711369784409,6911
DSP,Logistic,0.6436363636363637,0.686429215509468,0.6278711369784409,6911
DSP,Logistic,0.648080808080808,0.686429215509468,0.6278711369784409,6911
DSP,Logistic,0.648080808080808,0.6866546438232642,0.6278711369784409,6911
DSP,Logistic,0.6496969696969697,0.6866546438232642,0.6278711369784409,6911
DSP,Logistic,0.6496969696969697,0.6868800721370604,0.6278711369784409,6911
DSP,Logistic,0.6501010101010101,0.6868800721370604,0.6278711369784409,6911
DSP,Logistic,0.6501010101010101,0.6871055004508566,0.6278711369784409,6911
DSP,Logistic,0.6541414141414141,0.6871055004508566,0.6278711369784409,6911
DSP,Logistic,0.6541414141414141,0.6873309287646528,0.6278711369784409,6911
DSP,Logistic,0.661010101010101,0.6873309287646528,0.6278711369784409,6911
DSP,Logistic,0.661010101010101,0.6875563570784491,0.6278711369784409,6911
DSP,Logistic,0.6618181818181819,0.6875563570784491,0.6278711369784409,6911
DSP,Logistic,0.6618181818181819,0.6877817853922452,0.6278711369784409,6911
DSP,Logistic,0.665050505050505,0.6877817853922452,0.6278711369784409,6911
DSP,Logistic,0.665050505050505,0.6880072137060415,0.6278711369784409,6911
DSP,Logistic,0.6654545454545454,0.6880072137060415,0.6278711369784409,6911
DSP,Logistic,0.6654545454545454,0.6886834986474302,0.6278711369784409,6911
DSP,Logistic,0.6674747474747474,0.6886834986474302,0.6278711369784409,6911
