subject_id,session_num,run_num,trial_idx,pre_pow_05_3hz,pre_pow_8_12hz,post_pow_05_3hz,post_pow_8_12hz,delta_pow_05_3hz,delta_pow_8_12hz
BAP001,2,2,18,,,0.02666376150809386,0.00016708018562109066,,
BAP001,2,2,19,,,0.01758007404760241,3.9810639855138397e-05,,
BAP001,2,2,20,,,0.015446181913506194,1.2128190505403963e-05,,
BAP001,2,2,21,,,0.12042037228598547,0.00038078202852685175,,
BAP001,2,2,22,,,0.0014392893146764215,1.0436042404824e-05,,
BAP001,2,2,23,,,0.012833168621180446,1.350239850201362e-05,,
BAP001,2,2,24,,,0.00932931843834476,1.278905755053472e-05,,
BAP001,2,2,25,,,0.0058483759200293126,2.951282174312178e-05,,
BAP001,2,2,26,,,0.0042364844919531575,1.6694494483820846e-05,,
BAP001,2,2,27,,,0.24225725897831307,0.0005746302929946059,,
BAP001,2,2,28,,,0.015334825461958034,0.0006348895052115021,,
BAP001,2,2,29,,,0.0017322006670293755,1.6428713989164686e-05,,
BAP001,2,2,30,,,0.005481014916732218,2.04015447578291e-05,,
BAP001,2,3,1,,,0.03961261069192375,0.0001638198087316197,,
BAP001,2,3,2,,,0.000606862330177276,6.172097621861986e-06,,
BAP001,2,3,3,,,0.019983604288201715,0.00046303783507802346,,
BAP001,2,3,4,,,0.002440975531404403,1.0410087186642871e-05,,
BAP001,2,3,5,,,0.07734458992772612,0.00020134489698637222,,
BAP001,2,3,6,,,0.0028038643706764827,3.406176331533767e-05,,
BAP001,2,3,7,,,0.12958658436890952,0.0005764548621853199,,
BAP001,2,3,8,,,0.005151554885300793,2.0119858004775682e-05,,
BAP001,2,3,9,,,0.08853609124570808,0.00011407176531803555,,
BAP001,2,3,10,,,0.030599410910911857,0.0002801286309253303,,
BAP001,2,3,11,,,0.002083671830887787,1.3263010198655676e-05,,
BAP001,2,3,12,,,0.001517897807133595,9.82208951386352e-06,,
BAP001,2,3,13,,,0.019163015064872158,1.0645448701415845e-05,,
