"Estimate","Std. Error","t value","term"
-2.96087391193296,3.3688121664049,-0.878907390996725,"(Intercept)"
-0.0405561519049514,4.70102238255639,-0.00862709185462274,"windowPost-probe"
-21.3726894758044,3.37776548237954,-6.32746399573837,"difficulty4"
-0.250623451197504,0.36533164408187,-0.686016268389115,"is_highTRUE"
19.4020600757152,4.71860507247801,4.11182113732737,"windowPost-probe:difficulty4"
